id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class;realm;biome;ecoregion;country;region;continent;annualp;pseason;mairtemp;gslength;npp;nit_gkg;soc_gkg;ph;bd_gcm3;biome2
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_IntEuc3_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_IntEuc3_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;IntEuc3;NA;IntEuc3;42.268;-8.359;17.5;15-20;2010;mean;recovering;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;plantation;NA;NA;NA;none;0;0;none;regular;community;species;46;5;130815000;0.7793612876443872;274.46629999999993;3;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2044;49.3;12.750000000000057;365;1651.2;3.05;53.7;5.1;12.8;temperate
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_IntEuc4_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_IntEuc4_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;IntEuc4;NA;IntEuc4;42.504;-8.587;17.5;15-20;2010;mean;recovering;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;plantation;NA;NA;NA;none;0;0;none;regular;community;species;46;2;72375000;0.02146235050440511;2.292884;1;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2403.2000000000003;47.900000000000006;12.650000000000034;365;1642.3000000000002;3.91;66.6;5.1;11.9;temperate
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_IntEuc5_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_IntEuc5_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;IntEuc5;NA;IntEuc5;42.33;-8.556;17.5;15-20;2010;mean;recovering;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;plantation;NA;NA;NA;none;0;0;none;regular;community;species;46;4;85725000;0.7883610328922498;5.898594;2;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2181.7000000000003;48.3;13.850000000000025;365;1747.6;4.16;60.6;5.1;11.3;temperate
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_MatEuc1_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_MatEuc1_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;MatEuc1;NA;MatEuc1;42.266;-8.398;25;>25;2010;minimum;recovering;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;plantation;NA;NA;NA;none;0;0;none;regular;community;species;46;5;674925000;0.02083749850770936;5.898594;2;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2105.2000000000003;49.1;13.750000000000057;365;1738.9;2.95;54.4;5.1;10.7;temperate
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_MatEuc2_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_MatEuc2_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;MatEuc2;NA;MatEuc2;42.286;-8.493;25;>25;2010;minimum;recovering;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;plantation;NA;NA;NA;none;0;0;none;regular;community;species;46;7;95985000;0.29204821375041273;658.835292;6;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2206.2000000000003;48.5;12.850000000000025;365;1660;3.3;57.6;4.9;11.6;temperate
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_MatEuc3_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_MatEuc3_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;MatEuc3;NA;MatEuc3;42.268;-8.491;25;>25;2010;minimum;recovering;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;plantation;NA;NA;NA;none;0;0;none;regular;community;species;46;1;186300000;-0;0;NA;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2121.8;48.6;12.950000000000044;365;1668.8000000000002;3.11;57.4;5;11.3;temperate
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_MatEuc4_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_MatEuc4_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;MatEuc4;NA;MatEuc4;42.405;-8.506;25;>25;2010;minimum;recovering;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;plantation;NA;NA;NA;none;0;0;none;regular;community;species;46;5;64597500;0.7303473310407627;187.64298;2;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2409.7000000000003;48;12.750000000000057;365;1651.2;3.29;57.3;4.9;11.1;temperate
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_NatFor1_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_NatFor1_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;NatFor1;NA;NatFor1;42.297;-8.486;150;>150;2010;minimum;reference;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;none;NA;0;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;none;NA;NA;NA;none;0;0;none;regular;community;species;46;8;81003750;0.5568739401891771;359.765;3;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2249.1;48.400000000000006;13.150000000000034;365;1686.4;NA;NA;NA;NA;temperate
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_NatFor2_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_NatFor2_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;NatFor2;NA;NatFor2;42.314;-8.486;150;>150;2010;minimum;reference;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;none;NA;0;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;none;NA;NA;NA;none;0;0;none;regular;community;species;46;8;234990000;0.8279394763800703;483.499695;4;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2293;48.400000000000006;13.350000000000025;365;1704;NA;NA;NA;NA;temperate
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_NatFor3_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_NatFor3_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;NatFor3;NA;NatFor3;42.269;-8.48;150;>150;2010;minimum;reference;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;none;NA;0;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;none;NA;NA;NA;none;0;0;none;regular;community;species;46;6;49856250;1.1147365800651727;395.250894;3;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2134.9;48.6;13.750000000000057;365;1738.9;NA;NA;NA;NA;temperate
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_NatFor4_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_NatFor4_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;NatFor4;NA;NatFor4;42.281;-8.405;150;>150;2010;minimum;reference;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;none;NA;0;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;none;NA;NA;NA;none;0;0;none;regular;community;species;46;6;47700000;1.0036874555532735;247.46966;2;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2216.3;48.900000000000006;13.650000000000034;365;1730.2;NA;NA;NA;NA;temperate
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_NatFor5_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_NatFor5_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;NatFor5;NA;NatFor5;42.385;-8.541;150;>150;2010;minimum;reference;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;none;NA;0;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;none;NA;NA;NA;none;0;0;none;regular;community;species;46;9;217241768;1.1610316704117725;479.241612;4;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2367.7000000000003;48;14.050000000000011;365;1764.9;NA;NA;NA;NA;temperate
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_PineP1_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_PineP1_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;PineP1;NA;PineP1;42.276;-8.64;60;>60;2010;minimum;recovering;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Plantation of Pinus pinaster;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;plantation;NA;NA;NA;none;0;0;none;regular;community;species;46;8;171522750;0.8784968679270231;518.075662;5;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2085.5;48.900000000000006;13.650000000000034;365;1730.2;3.73;51.3;5.1;11.1;temperate
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_PineP2_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_PineP2_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;PineP2;NA;PineP2;42.23;-8.424;60;>60;2010;minimum;recovering;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Plantation of Pinus pinaster;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;plantation;NA;NA;NA;none;0;0;none;regular;community;species;46;1;245625000;-0;0;NA;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2056.6;49;13.850000000000025;365;1747.6;3;58.6;5;11.3;temperate
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_PineP3_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_PineP3_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;PineP3;NA;PineP3;42.297;-8.397;60;>60;2010;minimum;recovering;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Plantation of Pinus pinaster;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;plantation;NA;NA;NA;none;0;0;none;regular;community;species;46;9;201591750;1.1717598346055318;274.4666009999999;3;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2239.7000000000003;48.900000000000006;12.150000000000034;365;1598;3.14;53.9;5;10.9;temperate
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_PineP4_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_PineP4_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;PineP4;NA;PineP4;42.245;-8.508;60;>60;2010;minimum;recovering;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Plantation of Pinus pinaster;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;plantation;NA;NA;NA;none;0;0;none;regular;community;species;46;1;1035450000;-0;0;NA;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;1990.5;48.8;13.850000000000025;365;1747.6;3.35;53;5;10.7;temperate
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_PineP5_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_PineP5_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;PineP5;NA;PineP5;42.523;-8.587;60;>60;2010;minimum;recovering;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Plantation of Pinus pinaster;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;plantation;NA;NA;NA;none;0;0;none;regular;community;species;46;7;87577500;1.0254424216304077;291.36004899999995;4;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2375;47.900000000000006;12.550000000000011;365;1633.5;3.79;76.1;4.8;10.7;temperate
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_YngEuc1_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_YngEuc1_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;YngEuc1;NA;YngEuc1;42.468;-8.587;6.5;5-8;2010;mean;recovering;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;plantation;NA;NA;NA;none;0;0;none;regular;community;species;46;9;193087500;1.951469931199052;415.094091;5;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2237.4;48;13.950000000000044;365;1756.3000000000002;4.28;51.9;5.3;12.5;temperate
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_YngEuc2_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_YngEuc2_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;YngEuc2;NA;YngEuc2;42.286;-8.493;6.5;5-8;2010;mean;recovering;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;plantation;NA;NA;NA;none;0;0;none;regular;community;species;46;9;258690000;0.918625815959919;705.757162;7;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2206.2000000000003;48.5;12.850000000000025;365;1660;3.3;57.6;4.9;11.6;temperate
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_YngEuc3_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_YngEuc3_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;YngEuc3;NA;YngEuc3;42.26948;-8.491;6.5;5-8;2010;mean;recovering;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;plantation;NA;NA;NA;none;0;0;none;regular;community;species;46;6;34691250;1.108409268935515;518.07538;5;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2121.8;48.6;12.950000000000044;365;1668.8000000000002;3.11;57.4;5;11.3;temperate
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_YngEuc4_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_YngEuc4_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;YngEuc4;NA;YngEuc4;42.405;-8.506;6.5;5-8;2010;mean;recovering;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;plantation;NA;NA;NA;none;0;0;none;regular;community;species;46;9;125703750;1.4094083616008122;594.903811;6;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2409.7000000000003;48;12.750000000000057;365;1651.2;3.29;57.3;4.9;11.1;temperate
PR_Calvino-Cancela et al. 2012_Herbs & Ferns_YngEuc5_NA;PR;Calvino-Cancela et al. 2012_Herbs & Ferns_YngEuc5_NA;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;PR_Calvino-Cancela et al. 2012_Herbs & Ferns;Calvino-Cancela et al. 2012;Herbs & Ferns;YngEuc5;NA;YngEuc5;42.418;-8.499;6.5;5-8;2010;mean;recovering;herbs and ferns;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;10;25;10;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;herbs;users;plantation;NA;NA;NA;none;0;0;none;regular;community;species;46;11;106359375;1.9561500317988567;713.6742569999999;7;0.11267605633802816;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2433.3;47.900000000000006;12.450000000000044;365;1624.6;3.43;58.3;5;11.3;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_IntEuc1_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_IntEuc1_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;IntEuc1;NA;IntEuc1;42.308;-8.496;17.5;15-20;2010;mean;recovering;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;plantation;NA;NA;NA;none;0;0;none;regular;community;species;28;4;5452875000;1.537257516160865;286.311293;4;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2267.5;48.400000000000006;13.050000000000011;365;1677.6;4.67;61.4;5.1;11.8;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_IntEuc2_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_IntEuc2_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;IntEuc2;NA;IntEuc2;42.25;-8.433;17.5;15-20;2010;mean;recovering;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;plantation;NA;NA;NA;none;0;0;none;regular;community;species;28;7;5219382000;0.8189357383432213;1023.812357;6;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2115.3;48.8;13.750000000000057;365;1738.9;3.43;55.5;5;11;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_IntEuc3_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_IntEuc3_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;IntEuc3;NA;IntEuc3;42.268;-8.359;17.5;15-20;2010;mean;recovering;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;plantation;NA;NA;NA;none;0;0;none;regular;community;species;28;7;738262500;1.7751510754374695;497.394489;6;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2044;49.3;12.750000000000057;365;1651.2;3.05;53.7;5.1;12.8;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_IntEuc4_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_IntEuc4_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;IntEuc4;NA;IntEuc4;42.504;-8.587;17.5;15-20;2010;mean;recovering;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;plantation;NA;NA;NA;none;0;0;none;regular;community;species;28;8;3696011103;1.571069085900746;1155.106974;8;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2403.2000000000003;47.900000000000006;12.650000000000034;365;1642.3000000000002;3.91;66.6;5.1;11.9;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_IntEuc5_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_IntEuc5_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;IntEuc5;NA;IntEuc5;42.33;-8.556;17.5;15-20;2010;mean;recovering;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;plantation;NA;NA;NA;none;0;0;none;regular;community;species;28;5;8589862500;1.427975834677352;404.890624;5;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2181.7000000000003;48.3;13.850000000000025;365;1747.6;4.16;60.6;5.1;11.3;temperate
